x,y,impact_total,distance_to_nearest_blast,impact_B1,impact_B2
12.0,40.0,30.64847334193232,62.80127387243033,30.625738205781573,0.022735136150745634
12.0,41.0,30.851809879943556,62.64982043070834,30.82788756141434,0.023922318529214563
12.0,42.0,31.035042868896372,62.51399843235114,31.00988880149685,0.025154067399522976
12.0,43.0,31.19780116813588,62.39390995922599,31.171370240005352,0.026430928130526547
12.0,44.0,31.339754236458525,62.289646009589745,31.312000858549514,0.027753377909010994
12.0,45.0,31.46061325787795,62.20128616033595,31.431491436952875,0.029121820925072196
12.0,46.0,31.560132127909416,62.12889826803627,31.529595544335585,0.03053658357382955
12.0,47.0,31.638108295641075,62.07253821135398,31.606110385946366,0.0319979096947092
12.0,48.0,31.694383457540912,62.03224967708329,31.660877501670516,0.033505955870396106
12.0,49.0,31.72884409965487,62.00806399170998,31.693783312846527,0.03506078680834413
12.0,50.0,31.74142188557836,62.0,31.704759514749938,0.03666237082842233
12.0,51.0,31.732093888327398,62.00806399170998,31.693783312846527,0.03831057548087209
12.0,52.0,31.700882664989752,62.03224967708329,31.660877501670516,0.04000516331923474
12.0,53.0,31.647856173799635,62.07253821135398,31.606110385946366,0.041745787853271175
12.0,55.0,31.476854629961114,62.20128616033595,31.431491436952875,0.045363193008240016
12.0,56.0,31.35923956058149,62.289646009589745,31.312000858549514,0.04723870203197485
12.0,57.0,31.22052793813312,62.39390995922599,31.171370240005352,0.049157698127769225
12.0,68.0,28.412892478843588,64.5600495662759,28.340119371749765,0.07277310709382463
13.0,30.0,28.819626291104463,64.19501538281614,28.805106619771934,0.014519671332528338
13.0,31.0,29.212117620624394,63.89053137985315,29.196733592162158,0.01538402846223742
13.0,32.0,29.58948643596645,63.60031446463138,29.573197879200112,0.016288556766339012
13.0,33.0,29.951013702755166,63.324560795950255,29.933779373775838,0.01723432897932685
13.0,34.0,30.296004520708387,63.06346010171025,30.277782128334348,0.018222392374039144
13.0,35.0,30.62379035223374,62.81719509815764,30.60453658793302,0.019253764300720646
13.0,36.0,30.9337311854426,62.5859409132754,30.91340175786732,0.02032942757527949
13.0,37.0,31.225217621789483,62.369864518050704,31.203767296061695,0.021450325727787642
13.0,38.0,31.49767287880314,62.16912416947821,31.47505552067954,0.022617358123599534
13.0,39.0,31.750554698690063,61.98386886924694,31.72672332371927,0.02383137497079195
13.0,40.0,31.983357153960316,61.814237842102365,31.95826398173136,0.02509317222895497
13.0,41.0,32.19561234164699,61.66036003787198,32.169208855211316,0.026403486435677907
13.0,42.0,32.38689195816322,61.5223536610881,32.359128968694854,0.027762989468363943
13.0,43.0,32.556808747360726,61.40032573203501,32.52763646410045,0.029172283260273393
13.0,44.0,32.70501781491957,61.29437168288782,32.67438592042866,0.030631894490908973
13.0,45.0,32.83121780280605,61.204574992397426,32.799075533534015,0.03214226927203413
13.0,46.0,32.93515191818153,61.1310068623117,32.90144815032981,0.03370376785172024
13.0,47.0,33.01660881182563,61.07372593840988,32.98129215246577,0.0353166593598584
13.0,48.0,33.075423301847614,61.032778078668514,33.038442185228085,0.03698111661953002
13.0,49.0,33.11147693919752,61.00819617067857,33.07277972814803,0.038697211049497096
13.0,50.0,33.12469841224663,61.0,33.08423350456279,0.04046490768383833
13.0,51.0,33.11506378848344,61.00819617067857,33.07277972814803,0.042284060335410656
13.0,52.0,33.08259659215844,61.032778078668514,33.038442185228085,0.044154406930354266
13.0,53.0,33.027367717507026,61.07372593840988,32.98129215246577,0.04607556504125875
13.0,54.0,32.949495177976694,61.1310068623117,32.90144815032981,0.04804702764688073
13.0,56.0,32.726524112085,61.29437168288782,32.67438592042866,0.052138191656343154
13.0,57.0,32.58189268571796,61.40032573203501,32.52763646410045,0.05425622161750896
14.0,10.0,19.829236242609852,72.11102550927978,19.82488023041239,0.004356012197461298
14.0,21.0,25.79310152112211,66.64082832618455,25.78387664957307,0.009224871549040704
14.0,28.0,29.190757155487255,63.90618123468183,29.176521247111474,0.01423590837578238
14.0,32.0,30.85652940864205,62.6418390534633,30.838563886004245,0.017965522637806926
