node_id,mae_baseline,mae_csp,mae_delta,mae_improve_rate,mse_baseline,mse_csp,mse_delta,mse_improve_rate
485,0.81467557,0.81144065,0.003234923,0.003970811,1.0581106,1.0481684,0.009942174,0.009396157
426,0.80330336,0.8000745,0.0032288432,0.004019457,1.0288323,1.0197924,0.009039879,0.008786542
852,0.8251359,0.8219134,0.0032224655,0.0039053755,1.066554,1.0539922,0.012561798,0.01177793
937,0.83753645,0.8343319,0.0032045245,0.0038261313,1.0730062,1.0676719,0.005334258,0.004971321
440,0.7708545,0.76766765,0.003186822,0.0041341423,0.9714037,0.9611825,0.010221243,0.010522136
126,0.7787975,0.77561843,0.0031790733,0.0040820283,0.99172634,0.98048764,0.011238694,0.011332455
825,0.829243,0.82607687,0.0031661391,0.0038181078,1.0695696,1.0625843,0.0069853067,0.0065309512
469,0.814726,0.81156904,0.00315696,0.0038748733,1.0441641,1.0328645,0.01129961,0.010821681
217,0.8318934,0.8287461,0.003147304,0.0037833021,1.0932907,1.0867844,0.006506324,0.005951138
992,0.7119711,0.7088248,0.0031462908,0.004419127,0.7922283,0.7844679,0.0077604055,0.009795669
781,0.8192216,0.8160778,0.0031437874,0.0038375298,1.0314864,1.0222276,0.009258747,0.008976121
560,0.6991286,0.696,0.0031286478,0.0044750674,0.76206136,0.7608859,0.0011754632,0.0015424785
470,0.81317824,0.81006384,0.0031144023,0.0038299134,1.0608271,1.0518467,0.008980393,0.008465463
370,0.76560014,0.7625041,0.003096044,0.0040439437,0.94820803,0.9387873,0.0094207525,0.009935322
198,0.804891,0.8017964,0.0030946136,0.003844761,1.0559846,1.0462253,0.009759307,0.009241902
129,0.6404657,0.6373872,0.0030784607,0.0048065973,0.6589174,0.64804274,0.010874689,0.016503872
490,0.75930816,0.75630796,0.0030001998,0.003951228,0.90008247,0.8958121,0.004270375,0.0047444263
885,0.79886776,0.7958765,0.002991259,0.0037443733,1.0117561,1.0115727,0.00018334389,0.00018121353
466,0.80198157,0.7989985,0.0029830933,0.0037196532,0.97781134,0.970458,0.0073533654,0.007520229
264,0.80514497,0.8021698,0.0029751658,0.0036951927,1.0422506,1.0313414,0.0109092,0.010466964
425,0.81368506,0.81072557,0.0029594898,0.003637144,1.0917122,1.08401,0.0077022314,0.007055185
832,0.8266548,0.8236973,0.0029574633,0.003577628,1.0757823,1.0705359,0.005246401,0.004876824
418,0.3247411,0.32178512,0.0029559731,0.009102553,0.2238628,0.21870035,0.0051624477,0.023060767
693,0.8013518,0.79839635,0.0029554367,0.003688064,1.0589138,1.0549623,0.0039515495,0.0037317008
409,0.8162646,0.81332666,0.0029379725,0.0035992893,1.0659252,1.0585879,0.007337332,0.006883533
233,0.813956,0.81102896,0.002927065,0.003596097,1.0420367,1.0344894,0.0075472593,0.0072427965
955,0.8120338,0.8091238,0.0029099584,0.0035835435,1.0913626,1.0812714,0.010091186,0.00924641
422,0.8267534,0.82385117,0.0029022098,0.0035103695,1.0853878,1.0761155,0.009272337,0.0085428795
360,0.8579953,0.8550974,0.0028978586,0.0033774762,1.1930685,1.1803409,0.012727618,0.0106679695
882,0.8630802,0.8601941,0.0028861165,0.0033439726,1.1469711,1.1393479,0.0076231956,0.006646371
28,0.39647377,0.39361423,0.0028595328,0.007212414,0.29075593,0.2852018,0.0055541396,0.019102413
398,0.7990578,0.79620266,0.002855122,0.003573111,1.0317746,1.026395,0.005379677,0.005214004
577,0.8591007,0.8562494,0.0028513074,0.0033189442,1.146561,1.13917,0.007390976,0.0064462125
840,0.8083389,0.8054892,0.002849698,0.0035253754,1.0349531,1.0263077,0.008645415,0.008353436
462,0.7987153,0.7958751,0.002840221,0.0035559866,1.0407649,1.0303445,0.010420442,0.010012291
427,0.7820702,0.779235,0.0028352141,0.003625268,0.95964295,0.9523693,0.007273674,0.0075795627
254,0.81671274,0.8138861,0.002826631,0.0034609856,1.0523779,1.0426724,0.0097055435,0.009222489
931,0.8235668,0.820741,0.0028257966,0.0034311686,1.0737776,1.0686716,0.0051059723,0.004755149
15,0.80650145,0.8037013,0.0028001666,0.003471992,1.0361559,1.0341525,0.0020034313,0.001933523
298,0.32885474,0.32606035,0.002794385,0.008497323,0.25717857,0.2498676,0.0073109716,0.028427608
539,0.79966176,0.79687995,0.0027818084,0.0034787313,1.0142322,1.0077887,0.0064435005,0.0063530826
208,0.78564626,0.78288066,0.002765596,0.0035201542,0.9836034,0.97425306,0.009350359,0.009506229
532,0.7983989,0.79563355,0.0027653575,0.003463629,1.0377015,1.0291686,0.008532882,0.008222868
812,0.8222553,0.8194978,0.0027574897,0.0033535687,1.0420563,1.0362417,0.0058146715,0.0055799973
820,0.82127994,0.81852704,0.0027529001,0.0033519631,1.0667155,1.0629437,0.003771782,0.0035358837
423,0.789699,0.78696644,0.002732575,0.0034602738,0.99061733,0.98169726,0.0089200735,0.00900456
109,0.8378305,0.83510345,0.0027270317,0.003254873,1.1144671,1.1098237,0.0046434402,0.0041665114
813,0.79897726,0.79625887,0.002718389,0.003402336,0.98845285,0.981935,0.0065178275,0.006593969
372,0.8306892,0.8279784,0.0027108192,0.0032633375,1.1031903,1.0963595,0.0068308115,0.0061918707
615,0.8518701,0.8491678,0.0027022958,0.0031721923,1.1478432,1.1412848,0.0065584183,0.005713688
412,0.8255665,0.8228751,0.0026913881,0.0032600502,1.0844778,1.0767438,0.007733941,0.0071314885
830,0.8098077,0.8071323,0.002675414,0.0033037646,1.0345049,1.0274566,0.0070482492,0.006813162
608,0.80126464,0.7986006,0.0026640296,0.003324781,1.0054514,1.0021908,0.0032606125,0.003242934
572,0.7376646,0.7350185,0.0026460886,0.0035871163,0.88002944,0.8754774,0.0045520663,0.0051726294
196,0.80562437,0.8029994,0.0026249886,0.0032583282,1.0410341,1.0333592,0.0076749325,0.0073724124
497,0.78686744,0.78424877,0.0026186705,0.003327969,0.9813059,0.97472495,0.006580949,0.0067063174
220,0.8059018,0.8032855,0.0026163459,0.0032464822,1.0220983,1.0152376,0.006860733,0.0067124004
180,0.7978969,0.79530406,0.0025928617,0.0032496199,1.0169694,1.0103071,0.006662369,0.0065511987
727,0.83000124,0.82741654,0.0025846958,0.0031140868,1.0668066,1.0607054,0.0061011314,0.0057190605
890,0.79390824,0.7913391,0.002569139,0.0032360654,1.0052338,0.99741966,0.007814109,0.007773425
974,0.8305917,0.82804054,0.0025511384,0.0030714711,1.0881729,1.0849801,0.0031927824,0.0029340764
169,0.5714446,0.5688956,0.0025489926,0.0044606123,0.53832245,0.53218406,0.0061383843,0.011402803
499,0.80849785,0.8059698,0.0025280714,0.0031268746,1.0420732,1.0335051,0.008568168,0.008222232
898,0.78395903,0.78143466,0.002524376,0.0032200355,0.97589684,0.9695861,0.006310761,0.006466627
966,0.7939948,0.791474,0.0025207996,0.0031748314,1.0143826,1.0110234,0.0033591986,0.0033115696
705,0.8094358,0.8069253,0.002510488,0.0031015284,1.0268612,1.0222098,0.0046514273,0.004529753
505,0.767497,0.7649996,0.002497375,0.0032539214,0.9399524,0.93312883,0.0068235397,0.0072594527
810,0.80747074,0.80498147,0.0024892688,0.0030827974,1.0413774,1.037091,0.0042864084,0.004116095
853,0.80226123,0.79978913,0.0024721026,0.0030814186,1.0074608,1.0024457,0.005015135,0.0049779946
407,0.79229206,0.78982365,0.0024684072,0.0031155269,0.9872356,0.97933537,0.007900238,0.008002384
258,0.8003444,0.7978811,0.0024632812,0.0030777764,1.0011666,0.9954343,0.005732298,0.0057256185
202,0.8536729,0.85121715,0.002455771,0.0028767118,1.1315229,1.1255183,0.006004572,0.0053066285
137,0.36620644,0.36375332,0.0024531186,0.0066987313,0.27205616,0.262008,0.010048151,0.036934104
916,0.81541044,0.81295854,0.0024518967,0.003006948,1.0160336,1.0144414,0.0015922785,0.0015671513
476,0.8371285,0.8346776,0.002450943,0.0029277978,1.0973191,1.0881301,0.00918901,0.008374054
568,0.84905076,0.8466001,0.002450645,0.0028863351,1.1799264,1.1743239,0.005602479,0.0047481596
250,0.8167433,0.8143065,0.0024368167,0.002983577,1.0563989,1.0520271,0.0043717623,0.004138363
943,0.81696343,0.81453234,0.0024310946,0.0029757693,1.0735682,1.0675876,0.005980611,0.0055707786
67,0.8091603,0.80673516,0.0024251342,0.0029971,1.0329437,1.0266443,0.0062993765,0.00609847
341,0.27523106,0.27283293,0.0023981333,0.008713163,0.22458905,0.21955286,0.00503619,0.022424024
235,0.7629449,0.76056415,0.0023807287,0.0031204466,0.9177722,0.91766906,0.000103116035,0.00011235472
542,0.8084092,0.8060318,0.0023773909,0.0029408261,1.0147563,1.0113547,0.003401637,0.0033521713
648,0.8034199,0.80105925,0.002360642,0.002938242,1.0155519,1.0104276,0.0051243305,0.0050458577
989,0.8226058,0.8202473,0.0023584962,0.0028671038,1.0733147,1.0692306,0.0040841103,0.003805138
735,0.8053884,0.80303127,0.0023571253,0.002926694,1.0209043,1.0188458,0.002058506,0.0020163555
756,0.8261283,0.82377356,0.002354741,0.0028503335,1.0941339,1.090077,0.0040568113,0.0037077833
587,0.7902597,0.78790927,0.0023504496,0.0029742748,0.97222567,0.9708622,0.0013634562,0.0014024072
83,0.83966994,0.83731985,0.002350092,0.0027988283,1.1006184,1.0915391,0.009079218,0.008249197
874,0.8399878,0.837639,0.0023488402,0.002796279,1.1311095,1.1221316,0.00897789,0.007937242
639,0.7790753,0.7767392,0.0023361444,0.002998612,0.9730735,0.96739113,0.005682349,0.005839589
303,0.28134552,0.27901557,0.0023299456,0.008281439,0.2167144,0.20828924,0.008425161,0.038876794
343,0.6284173,0.62613386,0.002283454,0.0036336586,0.6476867,0.6445355,0.003151238,0.004865374
503,0.8198698,0.8175884,0.0022814274,0.0027826703,1.0447786,1.0375857,0.00719285,0.006884569
400,0.8020116,0.7997312,0.002280414,0.0028433679,1.0071509,0.9984812,0.008669674,0.008608119
725,0.78030115,0.7780264,0.0022747517,0.0029152227,0.9694494,0.96408534,0.0053640604,0.0055331
34,0.833548,0.83129346,0.0022545457,0.002704758,1.0975558,1.0939047,0.003651023,0.0033265033
181,0.78984797,0.78759754,0.002250433,0.0028491977,0.9659782,0.95854455,0.007433653,0.0076954663
841,0.29721656,0.2949791,0.002237469,0.0075280764,0.21353456,0.20648786,0.0070466995,0.033000275
512,0.7867462,0.78451943,0.00222677,0.0028303536,0.98442465,0.98218554,0.002239108,0.0022745347
818,0.85889393,0.8566803,0.002213657,0.0025773344,1.1341438,1.12818,0.0059638023,0.005258418
498,0.7880371,0.7858252,0.0022119284,0.0028068835,1.0070856,1.0039043,0.003181219,0.0031588369
439,0.8186082,0.81641555,0.002192676,0.0026785415,1.0397193,1.033965,0.0057543516,0.005534524
947,0.8303639,0.8281781,0.0021858215,0.0026323658,1.1400663,1.1359901,0.0040761232,0.003575339
624,0.8032217,0.8010484,0.0021733046,0.0027057345,1.0253941,1.0222354,0.0031586885,0.003080463
536,0.8080586,0.8058886,0.0021700263,0.0026854812,1.0273925,1.023511,0.0038814545,0.0037779666
478,0.81328535,0.8111238,0.0021615624,0.0026578156,1.0690947,1.0649725,0.004122138,0.0038557278
814,0.83356893,0.8314169,0.0021520257,0.002581701,1.1018188,1.0979147,0.0039041042,0.0035433269
484,0.35021746,0.3480703,0.002147168,0.006130956,0.2577535,0.2493589,0.008394584,0.032568265
447,0.78345233,0.78130716,0.0021451712,0.0027381005,0.9726161,0.9661665,0.00644958,0.0066311676
864,0.7820976,0.77996653,0.0021310449,0.0027247814,0.9518893,0.9468278,0.0050614476,0.005317265
983,0.81751966,0.81539047,0.0021291971,0.0026044599,1.0695981,1.0646431,0.004954934,0.0046325196
684,0.8158122,0.8136841,0.0021280646,0.0026085228,1.0779266,1.0714178,0.006508827,0.006038284
489,0.80951566,0.8073891,0.0021265745,0.0026269713,1.0628551,1.0603229,0.0025322437,0.002382492
924,0.7859078,0.7838081,0.0020996928,0.0026716783,0.9981819,0.99720407,0.0009778142,0.0009795952
252,0.82563955,0.8235449,0.0020946264,0.0025369744,1.0835371,1.0799699,0.0035672188,0.003292198
836,0.79547876,0.7933842,0.0020945668,0.0026330897,1.0109746,1.006136,0.004838705,0.0047861785
917,0.78091955,0.7788311,0.0020884275,0.0026743184,0.9753249,0.9688375,0.006487429,0.0066515566
329,0.74466234,0.74257535,0.002086997,0.0028026085,0.89277947,0.89025867,0.0025207996,0.0028235412
158,0.8250474,0.8229785,0.0020688772,0.002507586,1.0827096,1.0766826,0.0060269833,0.005566574
744,0.8024569,0.8003996,0.002057314,0.0025637688,1.0340656,1.031722,0.0023436546,0.0022664468
828,0.77130216,0.7692568,0.002045393,0.0026518698,0.93263406,0.9283051,0.004328966,0.004641656
799,0.80129945,0.79925716,0.0020422935,0.002548727,1.0168176,1.0120065,0.0048110485,0.004731477
358,0.8259055,0.8238794,0.002026081,0.0024531633,1.106961,1.1022373,0.004723668,0.00426724
43,0.8199313,0.8179338,0.0019975305,0.0024362167,1.069043,1.062707,0.006336093,0.005926883
300,0.83546257,0.8334792,0.0019833446,0.0023739478,1.106001,1.1044887,0.001512289,0.0013673487
998,0.76253504,0.7605661,0.0019689202,0.0025820718,0.93619144,0.9292106,0.0069808364,0.0074566333
285,0.78919834,0.7872308,0.0019675493,0.0024930986,0.9974697,0.9932036,0.004266143,0.004276965
221,0.8323823,0.83041644,0.0019658804,0.0023617516,1.1202103,1.1143451,0.0058652163,0.0052358173
309,0.8207393,0.8187783,0.0019610524,0.002389373,1.0673101,1.0643442,0.0029659271,0.0027788805
981,0.79616547,0.79420626,0.0019592047,0.0024608008,1.0178707,1.0118126,0.006058097,0.005951735
371,0.81896704,0.8170237,0.0019433498,0.002372928,1.0918158,1.0852836,0.006532192,0.0059828702
100,0.8237224,0.82178646,0.0019359589,0.0023502563,1.1042725,1.0983871,0.0058853626,0.005329629
207,0.297429,0.29550993,0.001919061,0.006452165,0.21036913,0.20438856,0.005980566,0.028428916
151,0.7688718,0.7669701,0.0019016862,0.0024733464,0.9167747,0.9111784,0.00559628,0.0061043133
289,0.7997121,0.7978217,0.0018904209,0.0023638767,0.99753296,0.9893315,0.00820148,0.008221763
203,0.81203705,0.8101584,0.0018786788,0.0023135382,1.0430892,1.0366323,0.006456852,0.006190125
843,0.79542047,0.79356647,0.0018540025,0.002330846,1.016295,1.0088928,0.0074021816,0.007283497
654,0.8389896,0.83713955,0.0018500686,0.002205115,1.0907049,1.0857123,0.0049926043,0.0045774104
275,0.8306066,0.8287575,0.0018490553,0.0022261506,1.0929575,1.0910157,0.0019418001,0.0017766474
290,0.81707495,0.8152334,0.0018415451,0.0022538265,1.065514,1.062202,0.0033119917,0.0031083513
225,0.8164711,0.81463975,0.0018313527,0.0022430099,1.0643736,1.0632466,0.0011270046,0.0010588431
629,0.767755,0.76593703,0.0018179417,0.002367867,0.9066576,0.901604,0.00505358,0.005573857
899,0.79791105,0.7960964,0.0018146634,0.0022742678,1.0152078,1.0101023,0.0051054955,0.0050290152
801,0.8181069,0.8163014,0.0018054843,0.002206905,1.0912516,1.0885539,0.0026977062,0.0024721213
197,0.8304511,0.82865113,0.0017999411,0.0021674258,1.1108433,1.1029183,0.007925034,0.00713425
397,0.7944307,0.7926341,0.0017965436,0.0022614228,1.0017245,1.0002854,0.0014390945,0.0014366171
12,0.8093552,0.8075646,0.0017905831,0.0022123577,1.063599,1.0563698,0.007229209,0.006796931
878,0.8093259,0.807537,0.0017888546,0.002210302,1.04165,1.0417134,-6.330013e-05,-6.0769096e-05
297,0.8128266,0.811041,0.0017855763,0.0021967494,1.0407476,1.0398934,0.00085425377,0.00082080776
797,0.803179,0.8013981,0.0017809272,0.0022173477,1.0334754,1.0317227,0.0017527342,0.0016959612
521,0.79553455,0.7937609,0.0017736554,0.002229514,0.9662754,0.9616869,0.0045884848,0.0047486303
921,0.7951098,0.79333705,0.0017727613,0.0022295804,0.9987639,0.9952728,0.0034911036,0.0034954243
226,0.8175502,0.81578225,0.0017679334,0.0021624768,1.0583816,1.0556937,0.0026878119,0.002539549
954,0.8212854,0.819527,0.0017584562,0.0021411024,1.066392,1.0607277,0.0056642294,0.005311583
411,0.81206834,0.81031793,0.0017504096,0.0021554953,1.0309385,1.028236,0.0027024746,0.0026213732
241,0.80158687,0.7998424,0.0017444491,0.0021762447,1.0003856,0.9988311,0.0015545487,0.0015539494
55,0.7788634,0.7771208,0.0017425418,0.002237288,0.9614426,0.95680374,0.0046388507,0.0048248856
645,0.8425128,0.8407759,0.0017368793,0.0020615465,1.0971448,1.0912863,0.0058585405,0.005339806
50,0.8184482,0.81672615,0.0017220378,0.002104028,1.0857526,1.0786018,0.0071507692,0.006586002
69,0.78436434,0.7826502,0.00171417,0.0021854257,0.9842191,0.97749156,0.0067275167,0.006835385
56,0.80043864,0.79873025,0.0017083883,0.0021343152,1.0279541,1.0237817,0.0041724443,0.0040589795
558,0.8142392,0.8125374,0.0017018318,0.0020900883,1.0299531,1.0253756,0.0045775175,0.0044443943
459,0.765343,0.76365364,0.0016893744,0.0022073428,0.9533164,0.94594336,0.007373035,0.00773409
40,0.8368505,0.83516574,0.0016847849,0.0020132447,1.105448,1.100662,0.0047860146,0.0043294798
284,0.32809916,0.32641986,0.0016793013,0.0051182737,0.23520243,0.22796087,0.007241562,0.030788636
703,0.8310609,0.8293831,0.0016778111,0.0020188787,1.0939335,1.0875818,0.0063517094,0.005806303
58,0.8428386,0.8411619,0.0016766787,0.0019893236,1.1100018,1.1054676,0.0045342445,0.004084898
752,0.8431549,0.84148186,0.0016730428,0.001984265,1.1013956,1.0954784,0.0059171915,0.005372449
906,0.8202008,0.8185323,0.0016685128,0.0020342737,1.0668992,1.0610491,0.0058500767,0.0054832515
856,0.7996423,0.79797846,0.0016638637,0.00208076,1.002807,0.99993354,0.0028734803,0.002865437
680,0.80084366,0.7991863,0.0016573668,0.002069526,0.99860394,0.997993,0.0006109476,0.00061180175
729,0.8015153,0.799864,0.0016512871,0.0020602066,1.0221996,1.020099,0.002100587,0.0020549675
216,0.79997617,0.7983289,0.0016472936,0.0020591782,1.0272536,1.022293,0.004960656,0.0048290472
413,0.8086662,0.8070198,0.0016463995,0.0020359445,1.0357971,1.0309143,0.0048828125,0.0047140624
437,0.82674736,0.8251039,0.0016434789,0.0019878852,1.0767642,1.0705934,0.006170869,0.0057309377
239,0.8047556,0.8031252,0.0016304255,0.0020259882,1.0500362,1.0447596,0.005276561,0.005025123
613,0.8178112,0.81618154,0.0016296506,0.0019926978,1.0248641,1.0229036,0.001960516,0.0019129522
189,0.81347424,0.81184727,0.0016269684,0.0020000245,1.0220739,1.017045,0.005028844,0.0049202354
919,0.7806218,0.77899736,0.001624465,0.0020809884,0.9928772,0.99114984,0.0017273426,0.0017397344
610,0.8109426,0.8093206,0.0016219616,0.0020000942,1.0778494,1.0723559,0.0054935217,0.0050967433
657,0.62840027,0.6267893,0.0016109943,0.0025636437,0.62386525,0.624014,-0.0001487732,-0.00023847008
523,0.80930364,0.8076951,0.0016085505,0.0019875737,1.0385188,1.0357028,0.0028159618,0.0027115175
483,0.8356754,0.83407253,0.0016028881,0.001918075,1.0935191,1.0838633,0.009655833,0.008830055
247,0.8221222,0.8205241,0.0015981197,0.0019438956,1.0795134,1.0749989,0.004514575,0.0041820463
669,0.8141632,0.8125655,0.0015977025,0.001962386,1.0491278,1.0484732,0.0006545782,0.00062392605
118,0.8267576,0.8251621,0.0015954971,0.0019298246,1.072492,1.0706047,0.0018873215,0.0017597534
860,0.8260373,0.8244456,0.0015916824,0.0019268893,1.0734607,1.069797,0.003663659,0.003412942
7,0.8393183,0.8377316,0.0015866756,0.0018904338,1.1020392,1.098388,0.0036512613,0.0033131863
424,0.82168424,0.82010156,0.0015826821,0.001926144,1.0842959,1.0752017,0.009094119,0.0083871195
465,0.8065049,0.80492294,0.0015819669,0.0019615092,1.0257599,1.021227,0.0045329332,0.0044190977
895,0.7905313,0.78896403,0.0015672445,0.0019825206,0.9757561,0.9698518,0.005904317,0.006051017
392,0.8192066,0.8176639,0.0015426874,0.0018831482,1.0524288,1.0516996,0.0007292032,0.0006928765
74,0.8092906,0.8077522,0.0015383959,0.001900919,1.0465653,1.0418012,0.00476408,0.0045521096
103,0.82317233,0.82163477,0.0015375614,0.0018678488,1.0647159,1.062081,0.002634883,0.0024747287
44,0.8251194,0.8235866,0.001532793,0.0018576621,1.055017,1.0530332,0.0019837618,0.0018803127
192,0.81077564,0.8092486,0.0015270114,0.0018833957,1.0411532,1.041632,-0.00047886372,-0.0004599359
846,0.8265264,0.82501423,0.0015121698,0.0018295482,1.0947526,1.0901039,0.0046486855,0.0042463345
774,0.81607085,0.81456107,0.0015097857,0.0018500668,1.070111,1.0661653,0.0039457083,0.0036871952
717,0.7999918,0.79848516,0.0015066266,0.0018833026,1.0030003,0.9976703,0.0053299665,0.0053140232
606,0.85262614,0.85112,0.0015061498,0.0017664832,1.1559117,1.1551231,0.00078856945,0.0006822056
171,0.8464883,0.84498364,0.0015046597,0.0017775316,1.1327416,1.1236758,0.009065747,0.008003368
294,0.83432865,0.8328243,0.0015043616,0.0018030804,1.0879849,1.0826743,0.0053106546,0.004881184
689,0.78304625,0.7815473,0.0014989376,0.0019142389,0.97304595,0.9691507,0.0038952231,0.0040031234
575,0.8054024,0.8039042,0.0014982224,0.0018602159,1.0135561,1.0095662,0.003989935,0.00393657
710,0.7911123,0.7896254,0.0014868975,0.0018795024,1.0089668,1.0017997,0.007167101,0.007103406
350,0.82627934,0.82479393,0.0014854074,0.001797706,1.0691274,1.0662866,0.0028408766,0.0026571918
61,0.80933994,0.80786,0.0014799237,0.0018285564,1.0409648,1.0416456,-0.00068080425,-0.0006540127
380,0.77775455,0.77629685,0.0014576912,0.0018742303,0.954524,0.9556814,-0.001157403,-0.0012125447
868,0.81569505,0.81424737,0.0014476776,0.001774778,1.0727342,1.0665662,0.006168008,0.0057498007
381,0.50629854,0.50485224,0.0014463067,0.0028566283,0.4351213,0.43329132,0.0018299818,0.004205682
765,0.33093917,0.32950372,0.0014354587,0.00433753,0.23972282,0.23306829,0.0066545308,0.02775927
1,0.80293494,0.8015032,0.0014317632,0.0017831621,1.0201924,1.017302,0.0028903484,0.0028331405
957,0.8011849,0.7997571,0.0014277697,0.0017820726,1.0472889,1.0341306,0.013158321,0.012564176
2,0.81775904,0.8163378,0.0014212132,0.0017379364,1.0433412,1.0403813,0.0029598475,0.0028368933
883,0.808478,0.8070589,0.001419127,0.0017553068,1.0217373,1.0169262,0.0048111677,0.0047088107
472,0.81220835,0.8107985,0.0014098287,0.0017357968,1.0402834,1.0334464,0.0068370104,0.0065722573
108,0.78923213,0.7878366,0.0013955235,0.0017682042,0.99698323,0.9939388,0.0030444264,0.0030536386
336,0.79188126,0.79049516,0.001386106,0.0017503963,0.9944677,0.99101907,0.0034486055,0.0034677905
115,0.8263151,0.82493365,0.0013814569,0.0016718281,1.1040018,1.1023941,0.0016076565,0.0014562083
731,0.8243861,0.82301795,0.001368165,0.0016596167,1.0614967,1.060185,0.001311779,0.0012357824
452,0.79124993,0.7898826,0.0013673306,0.001728064,1.0023556,1.0003598,0.001995802,0.0019911118
517,0.801917,0.800551,0.0013660192,0.0017034422,1.0235257,1.0206336,0.0028921366,0.0028256609
973,0.79988325,0.7985303,0.0013529658,0.0016914541,1.0178583,1.0149769,0.0028814077,0.0028308537
745,0.82654834,0.8252023,0.0013460517,0.0016285215,1.0964123,1.098386,-0.0019737482,-0.001800188
14,0.8216006,0.82025814,0.0013424754,0.0016339757,1.0846726,1.0835209,0.001151681,0.0010617775
562,0.7865497,0.78520894,0.0013407469,0.0017045927,0.9979505,0.9975659,0.00038456917,0.00038535896
975,0.8177638,0.81642747,0.0013363361,0.0016341346,1.0654672,1.0591835,0.00628376,0.0058976565
191,0.8103414,0.80901194,0.0013294816,0.0016406438,1.0588148,1.0552604,0.0035543442,0.0033569084
798,0.8278895,0.82658035,0.0013091564,0.0015813179,1.0762765,1.0683799,0.007896662,0.0073370193
865,0.77879816,0.7774929,0.0013052821,0.001676021,0.95447487,0.95026684,0.0042080283,0.0044087367
707,0.8253184,0.8240151,0.0013033152,0.0015791665,1.0506579,1.0463798,0.004278064,0.0040717954
448,0.8070491,0.8057493,0.0012997985,0.0016105569,1.0358474,1.031802,0.0040453672,0.00390537
520,0.8257772,0.82448035,0.0012968183,0.0015704215,1.074154,1.0671014,0.00705266,0.006565781
245,0.80108774,0.79979324,0.0012944937,0.00161592,0.98890734,0.9870311,0.001876235,0.0018972809
365,0.8173382,0.816049,0.0012892485,0.0015773745,1.0567319,1.0570809,-0.0003489256,-0.00033019308
222,0.79307705,0.7917928,0.0012842417,0.0016193151,1.0162736,1.0116031,0.0046705008,0.004595712
522,0.8209499,0.8196678,0.0012820959,0.0015617225,1.0559741,1.057008,-0.0010339022,-0.000979098
848,0.8288122,0.82753664,0.0012755394,0.0015389969,1.0648484,1.0624626,0.0023858547,0.0022405582
912,0.79401535,0.7927406,0.0012747645,0.0016054659,1.0024753,0.9979752,0.004500091,0.0044889795
588,0.7696479,0.7683746,0.0012732744,0.0016543596,0.941794,0.9435882,-0.001794219,-0.0019051078
150,0.7657595,0.7644871,0.00127244,0.0016616704,0.93216145,0.9267594,0.0054020286,0.005795164
296,0.853848,0.85258245,0.0012655258,0.0014821442,1.1334212,1.1308297,0.0025914907,0.0022864323
393,0.79241806,0.7911546,0.0012634397,0.0015944105,0.9802169,0.97592884,0.0042880774,0.004374621
905,0.8208253,0.8195706,0.0012546778,0.0015285565,1.1002148,1.0985554,0.0016593933,0.0015082448
640,0.8122261,0.8109716,0.001254499,0.0015445193,1.023655,1.0212555,0.0023995638,0.0023441135
78,0.8184707,0.81721705,0.0012536645,0.0015317157,1.021646,1.0216571,-1.1086464e-05,-1.0851571e-05
584,0.83614373,0.8348938,0.0012499094,0.0014948499,1.060653,1.0566881,0.003964901,0.0037381698
901,0.77725524,0.7760107,0.001244545,0.001601205,0.9804563,0.9783544,0.0021018982,0.0021437958
90,0.80122036,0.7999915,0.001228869,0.0015337466,1.040038,1.0354619,0.004576087,0.004399923
105,0.83804524,0.83681643,0.0012288094,0.0014662804,1.0929004,1.0915772,0.0013232231,0.0012107445
997,0.81880385,0.8175796,0.0012242198,0.001495132,1.0609703,1.0587158,0.002254486,0.0021249286
121,0.8145589,0.81333923,0.0012196898,0.0014973623,1.0246403,1.0184807,0.006159663,0.006011537
929,0.8188791,0.81766075,0.0012183785,0.0014878613,1.0554248,1.0519187,0.0035060644,0.0033219461
128,0.7972723,0.7960616,0.0012107491,0.0015186142,1.0175104,1.0125701,0.0049402714,0.0048552537
435,0.80546695,0.8042565,0.0012104511,0.0015027943,0.9872962,0.98429143,0.0030047894,0.0030434527
544,0.7727291,0.77152467,0.001204431,0.0015586718,0.9724859,0.96979463,0.002691269,0.0027674118
851,0.78426194,0.7830625,0.0011994243,0.001529367,0.97601575,0.9733758,0.0026399493,0.0027048225
750,0.7908597,0.78966033,0.0011993647,0.0015165327,1.0025165,0.9989171,0.0035994053,0.00359037
535,0.87887573,0.87770355,0.001172185,0.0013337323,1.2295316,1.2275525,0.0019791126,0.0016096475
11,0.80194134,0.8007744,0.0011669397,0.0014551436,1.0218686,1.018411,0.0034575462,0.0033835527
101,0.829288,0.82814056,0.001147449,0.0013836556,1.0695344,1.0680815,0.0014529228,0.0013584628
859,0.79302603,0.79188424,0.0011417866,0.0014397845,0.991519,0.98613596,0.0053830147,0.005429059
681,0.8039961,0.80285734,0.0011387467,0.0014163585,1.0068638,1.0041723,0.0026915073,0.0026731591
550,0.8053587,0.80422026,0.0011384487,0.0014135921,1.0285257,1.0245122,0.0040135384,0.0039022246
445,0.84080476,0.8396669,0.0011378527,0.00135329,1.0859894,1.0802736,0.005715728,0.0052631525
